StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Prolific_ID,FI_Time_First Click,FI_Time_Last Click,FI_Time_Page Submit,FI_Time_Click Count,B1_wind_1,B1_flood_1,Appraisal1_1,Decision,SI_Time_First Click,SI_Time_Last Click,SI_Time_Page Submit,SI_Time_Click Count,Appraisal2_evac_4,Appraisal2_stay_1,B2_wind_1,B2_flood_1,age,gender,zipcode,prior_experience,MTurkCode,PROLIFIC_PID,Condition,QCity_zipcode,QState_zipcode,DeviceIdentifier
2022-04-08 09:49:05,2022-04-08 09:52:10,IP Address,35.138.215.153,100,185,True,2022-04-08 09:52:11,R_1oo56Lck5gKsCqM,,,,,28.141200000000001324451659456826746463775634765625,-82.5931000000000068439476308412849903106689453125,anonymous,EN,I consent to taking part in this survey.,5ee93810c5c13215484b8336,47.327,64.688,67.296,2,120,12,7,Evacuate to a hotel up north paying at least $150 per night.,21.211,46.659,48.516,3,9,,140,16,62,Female,34639,Yes,5824327,5ee93810c5c13215484b8336,High Uncertainty - Cat 4,Land O Lakes,FL,
2022-04-08 09:51:44,2022-04-08 09:55:12,IP Address,172.85.0.201,100,207,True,2022-04-08 09:55:13,R_6G05duNImq0bRYZ,,,,,39.88640000000000185309545486234128475189208984375,-79.7249000000000052068571676500141620635986328125,anonymous,EN,I consent to taking part in this survey.,5c38f7ac7ba066000164fd1e,32.199,36.117,37.737,2,110,12,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",15.645,71.3,72.911,5,,6,96,7,39,Male,33023,Yes,3837716,5c38f7ac7ba066000164fd1e,High Uncertainty - Cat 2,Hollywood,FL,
2022-04-08 09:51:20,2022-04-08 09:55:39,IP Address,71.214.31.147,100,258,True,2022-04-08 09:55:40,R_3h5e6VvxihIUUJq,,,,,28.7115000000000009094947017729282379150390625,-81.513499999999993406163412146270275115966796875,anonymous,EN,I consent to taking part in this survey.,5f1f2c053dd3620d41353827,38.71,73.683,76.045,19,115,12,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",26.466,63.755,67.303,13,,7,145,16,49,Male,34773,Yes,9958274,5f1f2c053dd3620d41353827,Low Uncertainty - Cat 4,Saint Cloud,FL,
2022-04-08 09:54:15,2022-04-08 09:56:11,IP Address,70.188.249.79,100,115,True,2022-04-08 09:56:11,R_2asKcyoTVtPL2lk,,,,,30.5150000000000005684341886080801486968994140625,-86.48439999999999372448655776679515838623046875,anonymous,EN,I consent to taking part in this survey.,6106f6e22517f1e7cb3ff868,25.384,32.926,33.861,2,100,12,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",18,36.749,37.606,4,,7,130,20,55,Female,32578,Yes,4155742,6106f6e22517f1e7cb3ff868,High Uncertainty - Cat 4,Niceville,FL,
2022-04-08 09:55:39,2022-04-08 09:59:24,IP Address,73.156.226.56,100,224,True,2022-04-08 09:59:24,R_1IntE1tG5S6HVr3,,,,,26.629200000000000869704308570362627506256103515625,-81.9680000000000035242919693700969219207763671875,anonymous,EN,I consent to taking part in this survey.,5ca4b562613eb10015b6e5f8,13.192,66.737,68.917,10,120,20,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.588,58.735,59.601,10,,9,155,18,42,Female,33993,Yes,7061802,5ca4b562613eb10015b6e5f8,Low Uncertainty - Cat 4,Cape Coral,FL,
2022-04-08 09:50:36,2022-04-08 10:01:52,IP Address,173.12.131.129,100,676,True,2022-04-08 10:01:53,R_1n1m40ywMjvqPei,,,,,30.27550000000000096633812063373625278472900390625,-81.581500000000005456968210637569427490234375,anonymous,EN,I consent to taking part in this survey.,5c7ec8200ce9a10016fb5f5f,508.638,510.084,511.382,2,105,5,1,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.321,4.472,5.186,4,,1,106,5,32,Male,32256,Yes,2991626,5c7ec8200ce9a10016fb5f5f,High Uncertainty - Cat 4,Jacksonville,FL,
2022-04-08 10:01:35,2022-04-08 10:02:57,IP Address,174.211.243.43,100,81,True,2022-04-08 10:02:57,R_9GYWTqxTPe98x0J,,,,,28.51559999999999917008608463220298290252685546875,-81.3573999999999983856469043530523777008056640625,anonymous,EN,I consent to taking part in this survey.,61087b35fb326cf69c073aff,1.959,22.6,23.173,8,95,10,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",0.512,21.035,21.656,9,,7,119,14,26,Female,32225,Yes,6599077,61087b35fb326cf69c073aff,Low Uncertainty - Cat 4,Jacksonville,FL,
2022-04-08 09:58:38,2022-04-08 10:03:13,IP Address,65.35.48.62,100,274,True,2022-04-08 10:03:13,R_2aeHazwRXMjokRY,,,,,27.8044000000000011141310096718370914459228515625,-82.2758999999999929286786937154829502105712890625,anonymous,EN,I consent to taking part in this survey.,612507c650ea283ec4347de8,6.778,43.593,45.14,9,110,10,7,Evacuate to a hotel up north paying at least $150 per night.,5.261,189.747,192.553,7,6,,95,8,27,Female,33578,Yes,8078612,612507c650ea283ec4347de8,High Uncertainty - Cat 2,Riverview,FL,
2022-04-08 09:45:30,2022-04-08 10:06:04,IP Address,73.125.2.255,100,1233,True,2022-04-08 10:06:04,R_29qia8mgSlQOJ0Z,,,,,26.535799999999998277644408517517149448394775390625,-80.186000000000007048583938740193843841552734375,anonymous,EN,I consent to taking part in this survey.,5fff0f626abf51640c57419e,28.575,35.046,35.361,3,120,12,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",21.098,35.738,36.4,4,,6,140,16,23,Male,00000,Yes,4049779,5fff0f626abf51640c57419e,Low Uncertainty - Cat 4,,,
2022-04-08 10:18:13,2022-04-08 10:21:41,IP Address,66.177.126.27,100,207,True,2022-04-08 10:21:41,R_CdJl6cvOlAJRV73,,,,,30.28509999999999990905052982270717620849609375,-81.8217000000000069803718361072242259979248046875,anonymous,EN,I consent to taking part in this survey.,62348a6d578faf950d112cd3,48.203,67.842,91.19,3,120,12,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",38.624,52.5,53.253,3,,4,140,16,29,Female,32222,Yes,1741272,62348a6d578faf950d112cd3,High Uncertainty - Cat 4,Jacksonville,FL,
2022-04-08 10:20:43,2022-04-08 10:22:30,IP Address,24.233.180.181,100,107,True,2022-04-08 10:22:32,R_11hboGZw3Ngk2e1,,,,,26.27289999999999992041921359486877918243408203125,-80.2600000000000051159076974727213382720947265625,anonymous,EN,I consent to taking part in this survey.,5be6e664d86075000145bf44,27.633,33.944,35.219,3,108,12,9,"Stay in your place, a one-story, single-detached house, and ride out the storm.",6.609,23.188,23.718,6,,8,95,11,25,Male,33071,Yes,6693628,5be6e664d86075000145bf44,High Uncertainty - Cat 2,Pompano Beach,FL,
2022-04-08 10:28:39,2022-04-08 10:31:16,IP Address,68.57.190.57,100,156,True,2022-04-08 10:31:16,R_3smKaB0UCWTi9Kl,,,,,30.1604999999999989768184605054557323455810546875,-85.6453000000000059799276641570031642913818359375,anonymous,EN,I consent to taking part in this survey.,5dde21012a30acd8ada645ec,42.529,56.369,59.069,3,97,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",10.827,32.078,33.888,5,,5,92,5,56,Male,32405,Yes,7146063,5dde21012a30acd8ada645ec,High Uncertainty - Cat 2,Panama City,FL,
2022-04-08 10:31:47,2022-04-08 10:33:24,IP Address,73.156.226.169,100,97,True,2022-04-08 10:33:24,R_PNAgrDyw4YwYYVz,,,,,26.629200000000000869704308570362627506256103515625,-81.9680000000000035242919693700969219207763671875,anonymous,EN,I consent to taking part in this survey.,5cf3f7364bcc6400019d71fa,26.68,35.705,36.843,2,160,30,10,Evacuate to a hotel up north paying at least $150 per night.,9.108,17.089,17.992,3,10,,160,30,65,Female,33903,Yes,1355598,5cf3f7364bcc6400019d71fa,Low Uncertainty - Cat 4,North Fort Myers,FL,
2022-04-08 10:33:23,2022-04-08 10:34:43,IP Address,73.55.91.50,100,80,True,2022-04-08 10:34:43,R_3KuyGDpr6rdRyzv,,,,,26.92020000000000123918653116561472415924072265625,-82.304699999999996862243278883397579193115234375,anonymous,EN,I consent to taking part in this survey.,61086791465482e3ec238c87,10.399,16.229,17.425,3,120,10,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",6.767,16.679,17.512,4,,10,140,14,21,Female,34286,Yes,7992036,61086791465482e3ec238c87,High Uncertainty - Cat 4,North Port,FL,
2022-04-08 10:39:52,2022-04-08 10:41:12,IP Address,71.215.213.83,100,79,True,2022-04-08 10:41:12,R_9N9rme2Dwa9sHVn,,,,,26.678599999999999425881469505839049816131591796875,-82.0263000000000062073013396002352237701416015625,anonymous,EN,I consent to taking part in this survey.,5ebc74759921f30c68adcc7a,1.86,18.955,19.631,7,90,5,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.569,19.081,21.717,13,,9,151,18,52,Male,33139,Yes,1312111,5ebc74759921f30c68adcc7a,Low Uncertainty - Cat 4,Miami Beach,FL,
2022-04-08 10:39:46,2022-04-08 10:42:09,IP Address,73.104.123.189,100,142,True,2022-04-08 10:42:09,R_1LiXqXi5edh4wr2,,,,,30.449999999999999289457264239899814128875732421875,-81.6624000000000052068571676500141620635986328125,anonymous,EN,I consent to taking part in this survey.,6083aac9d3384eb581f4345a,21.065,36.424,37.392,2,120,16,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",16.906,38.83,40.167,5,,4,100,10,24,Male,32226,Yes,4914302,6083aac9d3384eb581f4345a,High Uncertainty - Cat 2,Jacksonville,FL,
2022-04-08 10:43:32,2022-04-08 10:45:44,IP Address,73.0.199.160,100,132,True,2022-04-08 10:45:45,R_2SuwoPrWYtGQyFj,,,,,26.59909999999999996589394868351519107818603515625,-80.12839999999999918145476840436458587646484375,anonymous,EN,I consent to taking part in this survey.,5dcaf5db575da17c63ebb51b,32.07,42.309,43.235,2,94,6,1,"Stay in your place, a one-story, single-detached house, and ride out the storm.",14.995,30.427,31.487,5,,3,119,8,20,Female,33461,Yes,9774151,5dcaf5db575da17c63ebb51b,High Uncertainty - Cat 4,Lake Worth,FL,
2022-04-08 10:45:35,2022-04-08 10:47:04,IP Address,99.85.81.103,100,89,True,2022-04-08 10:47:05,R_W1k5RoAwAaWpZZL,,,,,28.206199999999999050714905024506151676177978515625,-80.687399999999996680344338528811931610107421875,anonymous,EN,I consent to taking part in this survey.,6100df69ad8fd833f5e0b523,19.623,38.245,38.664,4,150,20,9,Evacuate to a hotel up north paying at least $150 per night.,3.201,14.469,15.98,4,10,,160,24,24,Female,32904,Yes,6244784,6100df69ad8fd833f5e0b523,High Uncertainty - Cat 4,Melbourne,FL,
2022-04-08 10:46:59,2022-04-08 10:48:39,IP Address,98.53.40.230,100,99,True,2022-04-08 10:48:39,R_33pbVfprE2VhLSI,,,,,26.616499999999998493649400188587605953216552734375,-80.044399999999995998223312199115753173828125,anonymous,EN,I consent to taking part in this survey.,5f0395a63963d05bc235abdb,11.003,34.414,36.082,33,90,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",7.215,19.261,20.47,18,,5,91,10,64,Female,33436,Yes,9172264,5f0395a63963d05bc235abdb,High Uncertainty - Cat 2,Boynton Beach,FL,
2022-04-08 10:47:24,2022-04-08 10:49:05,IP Address,73.0.199.160,100,100,True,2022-04-08 10:49:05,R_cJg3ELwplEkWkBb,,,,,26.59909999999999996589394868351519107818603515625,-80.12839999999999918145476840436458587646484375,anonymous,EN,I consent to taking part in this survey.,5db06709e8d5b50019c3bd88,5.498,11.193,12.374,3,100,5,1,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.391,43.135,44.598,6,,4,135,14,30,Female,33401,Yes,8364802,5db06709e8d5b50019c3bd88,Low Uncertainty - Cat 4,West Palm Beach,FL,
2022-04-08 10:52:02,2022-04-08 10:54:04,IP Address,35.136.195.181,100,122,True,2022-04-08 10:54:05,R_rkCiJcqmHRvxyc9,,,,,28.928399999999999891997504164464771747589111328125,-82.49209999999999354258761741220951080322265625,anonymous,EN,I consent to taking part in this survey.,5485df6efdf99b416d19fe90,21.304,37.443,38.94,4,131,6,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",5.722,21.848,25.906,6,,7,142,18,48,Male,34461,Yes,5113555,5485df6efdf99b416d19fe90,High Uncertainty - Cat 4,Lecanto,FL,
2022-04-08 10:54:49,2022-04-08 10:56:42,IP Address,104.1.37.67,100,113,True,2022-04-08 10:56:43,R_3xVg95Sr6DfXGrn,,,,,26.016200000000001324451659456826746463775634765625,-80.1954999999999955662133288569748401641845703125,anonymous,EN,I consent to taking part in this survey.,614f22dfa54d9361b45c3052,16.184,34.49,35.613,4,120,12,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",22.204,34.488,36.129,4,,8,140,16,50,Male,33021,Yes,7103207,614f22dfa54d9361b45c3052,Low Uncertainty - Cat 4,Hollywood,FL,
2022-04-08 10:59:12,2022-04-08 11:01:39,IP Address,159.235.36.132,100,147,True,2022-04-08 11:01:39,R_2QXlPdLp598bN8y,,,,,34.8307952880859375,-82.35070037841796875,anonymous,EN,I consent to taking part in this survey.,5bb7d8139b5f7e0001d43a6c,24.285,38.216,41.629,3,120,12,7,Evacuate to a hotel up north paying at least $150 per night.,4.179,18.491,22.87,4,10,,140,16,31,Female,32250,Yes,6090069,5bb7d8139b5f7e0001d43a6c,High Uncertainty - Cat 4,Jacksonville Beach,FL,
2022-04-08 11:05:45,2022-04-08 11:07:20,IP Address,68.202.108.74,100,94,True,2022-04-08 11:07:20,R_R9NnGJRSH1M2F5n,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,I consent to taking part in this survey.,5ddb98b540460eacf5c4a254,21.398,32.045,33.147,2,115,10,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",5.075,16.777,17.869,4,,7,109,15,29,Female,32738,Yes,9855242,5ddb98b540460eacf5c4a254,Low Uncertainty - Cat 4,Deltona,FL,
2022-04-08 11:09:08,2022-04-08 11:12:43,IP Address,162.199.219.237,100,215,True,2022-04-08 11:12:43,R_tJRRH5hdSqwLC6J,,,,,25.6638946533203125,-80.43720245361328125,anonymous,EN,I consent to taking part in this survey.,611b1d3794ac948af7e57e7a,82.748,141.803,142.497,6,115,14,10,Evacuate to a hotel up north paying at least $150 per night.,9.286,19.306,20.194,6,7,,95,8,20,Male,33193,Yes,9930012,611b1d3794ac948af7e57e7a,High Uncertainty - Cat 2,Miami,FL,
2022-04-08 11:13:09,2022-04-08 11:19:05,IP Address,73.236.216.191,100,355,True,2022-04-08 11:19:05,R_Z2Hhp7iMMM4JXrP,,,,,40.33709716796875,-79.9900970458984375,anonymous,EN,I consent to taking part in this survey.,5d9f5c0702dca80018822b8e,3.893,46.505,47.611,4,116,12,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.116,44.578,45.264,6,,4,97,4,36,Male,32828,No,6868938,5d9f5c0702dca80018822b8e,High Uncertainty - Cat 2,Orlando,FL,
2022-04-08 11:17:58,2022-04-08 11:19:18,IP Address,104.62.175.55,100,79,True,2022-04-08 11:19:19,R_2f1y51617WVL3UJ,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I consent to taking part in this survey.,5b2489070ec82d0001d1dbb2,17.219,22.268,23.872,2,125,11,7,Evacuate to a hotel up north paying at least $150 per night.,7.387,16.691,18.047,3,7,,129,12,43,Female,32608,Yes,4803721,5b2489070ec82d0001d1dbb2,High Uncertainty - Cat 4,Gainesville,FL,
2022-04-08 11:25:21,2022-04-08 11:26:58,IP Address,172.2.174.214,100,97,True,2022-04-08 11:26:58,R_3O8n8sREEFpRo96,,,,,28.5746002197265625,-81.12380218505859375,anonymous,EN,I consent to taking part in this survey.,5f171e9023611c038f0bd539,7.926,27.836,29.824,4,120,12,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",4.754,19.632,20.667,6,,2,110,4,32,Male,32803,Yes,1470142,5f171e9023611c038f0bd539,High Uncertainty - Cat 2,Orlando,FL,
2022-04-08 11:27:01,2022-04-08 11:29:34,IP Address,72.216.93.133,100,152,True,2022-04-08 11:29:34,R_3oYmQ8XCiBXmS87,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,I consent to taking part in this survey.,614df346caf2b8a49b9f8014,42.818,49.196,50.636,2,92,7,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",23.555,41.724,42.826,5,,6,105,9,56,Male,32301,Yes,9729003,614df346caf2b8a49b9f8014,High Uncertainty - Cat 4,Tallahassee,FL,
2022-04-08 11:27:30,2022-04-08 11:30:01,IP Address,73.54.88.15,100,150,True,2022-04-08 11:30:01,R_Qj0eqySMrISbmZr,,,,,26.693206787109375,-81.91290283203125,anonymous,EN,I consent to taking part in this survey.,60f3320a37b06dff39dd1d8c,29.961,53.375,54.358,4,105,7,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",13.219,24.899,26.4,3,,8,109,8,59,Female,33903,Yes,1538670,60f3320a37b06dff39dd1d8c,Low Uncertainty - Cat 4,North Fort Myers,FL,
2022-04-08 11:30:09,2022-04-08 11:32:00,IP Address,73.224.141.35,100,111,True,2022-04-08 11:32:00,R_UXeU3T7uwHQjx2V,,,,,30.4499969482421875,-81.6623992919921875,anonymous,EN,I consent to taking part in this survey.,5d33eba92fd5a40016e58abb,19.172,25.811,26.675,3,92,7,3,Evacuate to a hotel up north paying at least $150 per night.,5.561,23.635,24.054,5,3,,140,15,30,Female,32244,Yes,4391015,5d33eba92fd5a40016e58abb,Low Uncertainty - Cat 4,Jacksonville,FL,
2022-04-08 11:40:16,2022-04-08 11:44:30,IP Address,71.196.87.37,100,254,True,2022-04-08 11:44:31,R_xFWcagVVAFK5DAl,,,,,26.611297607421875,-80.1743011474609375,anonymous,EN,I consent to taking part in this survey.,610c940475aedaf9c70a190e,18.123,114.131,115.834,8,120,12,9,Evacuate to a hotel up north paying at least $150 per night.,17.648,44.939,46.212,6,7,,100,8,67,Female,33467,Yes,4337152,610c940475aedaf9c70a190e,High Uncertainty - Cat 2,Lake Worth,FL,
2022-04-08 11:35:59,2022-04-08 11:45:58,IP Address,208.64.158.249,100,598,True,2022-04-08 11:45:58,R_1OPnryLQ1hu8DGv,,,,,28.5879058837890625,-81.22640228271484375,anonymous,EN,I consent to taking part in this survey.,5ecea3c7025e2b28bba8f2b3,2.965,13.276,14.236,6,101,7,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",4.627,14.945,15.935,11,,7,127,13,21,Male,32817,Yes,8010311,5ecea3c7025e2b28bba8f2b3,High Uncertainty - Cat 4,Orlando,FL,
2022-04-08 11:48:41,2022-04-08 11:50:53,IP Address,72.185.46.103,100,132,True,2022-04-08 11:50:54,R_2TTUP5a8Eb8lNse,,,,,28.0142974853515625,-82.744598388671875,anonymous,EN,I consent to taking part in this survey.,5bb6daec27fb5000013c8ea6,14.784,41.363,42.028,9,91,4,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",3.369,27.436,27.959,12,,5,120,10,26,Male,33765,Yes,1433746,5bb6daec27fb5000013c8ea6,High Uncertainty - Cat 4,Clearwater,FL,
2022-04-08 11:49:07,2022-04-08 11:51:06,IP Address,75.150.25.133,100,118,True,2022-04-08 11:51:06,R_3PjlzTvgEmFeFml,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,I consent to taking part in this survey.,6109b63b10e014d524777e55,2.327,36.079,37.763,19,130,20,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.558,22.391,22.79,15,,1,121,15,20,Female,33409,Yes,7466606,6109b63b10e014d524777e55,High Uncertainty - Cat 2,West Palm Beach,FL,
2022-04-08 11:54:14,2022-04-08 11:56:34,IP Address,65.35.159.11,100,139,True,2022-04-08 11:56:34,R_4NrLskCkcBafffr,,,,,28.1147003173828125,-82.3677978515625,anonymous,EN,I consent to taking part in this survey.,5f587cde2fd4333e3549cb6b,32.105,45.518,50.056,2,110,8,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",20.893,35.68,36.653,3,,6,135,15,21,Female,33647,Yes,5302005,5f587cde2fd4333e3549cb6b,Low Uncertainty - Cat 4,Tampa,FL,
2022-04-08 11:57:37,2022-04-08 12:00:30,IP Address,71.196.91.198,100,173,True,2022-04-08 12:00:30,R_3rMyk5CwPfufjOE,,,,,26.2975006103515625,-80.18160247802734375,anonymous,EN,I consent to taking part in this survey.,5ec81f94ce3f412db210602c,34.773,50.268,51.601,6,127,12,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",10.234,58.293,60.163,5,,7,145,20,34,Female,33076,Yes,2218401,5ec81f94ce3f412db210602c,High Uncertainty - Cat 4,Pompano Beach,FL,
2022-04-08 12:04:59,2022-04-08 12:09:01,IP Address,76.29.156.110,100,242,True,2022-04-08 12:09:02,R_2YXLXDy7zXJq3YX,,,,,28.802398681640625,-81.5316009521484375,anonymous,EN,I consent to taking part in this survey.,6108b37bd9540ad14015bd02,85.384,98.53,100.088,3,120,10,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",18.023,74.036,75.384,6,,3,80,5,22,Female,32713,Yes,8573496,6108b37bd9540ad14015bd02,High Uncertainty - Cat 2,Debary,FL,
2022-04-08 12:08:43,2022-04-08 12:10:46,IP Address,168.213.7.36,100,123,True,2022-04-08 12:10:46,R_3e2cbEg8R5laPEv,,,,,27.7888946533203125,-82.71920013427734375,anonymous,EN,I consent to taking part in this survey.,5d5497857aff650001a18c3c,26.884,40.331,43.27,2,100,4,9,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.902,28.456,29.525,3,,10,140,6,52,Female,33763,Yes,6325669,5d5497857aff650001a18c3c,Low Uncertainty - Cat 4,Clearwater,FL,
2022-04-08 12:11:15,2022-04-08 12:15:07,IP Address,107.77.253.5,100,232,True,2022-04-08 12:15:07,R_1GUkqSOyac65Cnb,,,,,28.5177001953125,-81.45079803466796875,anonymous,EN,I consent to taking part in this survey.,5d8e7b7ebf4783001eb768b0,34.55,42.447,43.5,2,100,8,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",16.723,38.415,39.067,5,,7,130,13,50,Female,32626,Yes,7629993,5d8e7b7ebf4783001eb768b0,Low Uncertainty - Cat 4,Chiefland,FL,
2022-04-08 12:12:31,2022-04-08 12:19:22,IP Address,172.58.107.178,100,411,True,2022-04-08 12:19:22,R_3M0bNNkRtIwrG3L,,,,,32.72259521484375,-97.07849884033203125,anonymous,EN,I consent to taking part in this survey.,5bf36b22ca08ad000105e995,12.574,209.672,211.057,24,160,12,10,"Stay in your place, a one-story, single-detached house, and ride out the storm.",4.339,81.248,82.647,36,,10,160,18,41,Female,34654,Yes,9249719,5bf36b22ca08ad000105e995,High Uncertainty - Cat 4,New Port Richey,FL,
2022-04-08 12:23:52,2022-04-08 12:27:17,IP Address,162.237.151.27,100,204,True,2022-04-08 12:27:17,R_yKrrVhjet7yqaaZ,,,,,25.49310302734375,-80.4344024658203125,anonymous,EN,I consent to taking part in this survey.,5e88b5ed3c907602310116e9,39.479,47.105,56.123,3,85,10,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.298,26.999,31.118,3,,3,85,5,20,Male,33034,Yes,1838209,5e88b5ed3c907602310116e9,High Uncertainty - Cat 2,Homestead,FL,
2022-04-08 12:24:58,2022-04-08 12:27:51,IP Address,66.73.165.249,100,172,True,2022-04-08 12:27:51,R_2wTVrW3xLefHmBw,,,,,25.8153076171875,-80.357696533203125,anonymous,EN,I consent to taking part in this survey.,5ee8200262b1cc12348550e3,94.901,100.028,100.948,2,120,9,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",5.998,15.363,16.455,5,,2,87,5,28,Female,33178,Yes,8707000,5ee8200262b1cc12348550e3,High Uncertainty - Cat 2,Miami,FL,
2022-04-08 12:25:32,2022-04-08 12:28:31,IP Address,67.8.109.77,100,179,True,2022-04-08 12:28:31,R_3OoCnp6lz3dKs5A,,,,,29.2353057861328125,-81.07039642333984375,anonymous,EN,I consent to taking part in this survey.,5aa69781dbdb470001ef5914,7.68,41.53,42.425,5,150,12,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.206,43.073,44.171,9,,10,160,16,36,Female,32117,Yes,4870075,5aa69781dbdb470001ef5914,High Uncertainty - Cat 4,Daytona Beach,FL,
2022-04-08 12:29:31,2022-04-08 12:34:27,IP Address,98.168.141.107,100,295,True,2022-04-08 12:34:27,R_2azbTpQKpsdph8T,,,,,35.62109375,-97.47570037841796875,anonymous,EN,I consent to taking part in this survey.,5edb15e94aaed578887b44ae,2.255,104.086,105.38,11,125,15,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.026,87.75,88.694,14,,8,140,16,22,Female,33619,Yes,2960647,5edb15e94aaed578887b44ae,Low Uncertainty - Cat 4,Tampa,FL,
2022-04-08 12:32:44,2022-04-08 12:37:19,IP Address,71.236.11.120,100,275,True,2022-04-08 12:37:19,R_248C9HSsJ3P4jin,,,,,33.8654022216796875,-84.3385009765625,anonymous,EN,I consent to taking part in this survey.,5d7126d0585f4f000139a9e8,1.082,20.241,20.894,5,122,12,8,Evacuate to a hotel up north paying at least $150 per night.,0.586,156.852,157.58,13,10,,134,14,29,Female,30303,No,5413670,5d7126d0585f4f000139a9e8,High Uncertainty - Cat 4,Atlanta,GA,
2022-04-08 12:41:35,2022-04-08 12:47:06,IP Address,24.73.233.182,100,331,True,2022-04-08 12:47:06,R_0dl7bPEFRMw4Zot,,,,,29.138397216796875,-81.027801513671875,anonymous,EN,I consent to taking part in this survey.,569298838d93fe000dfa033c,6.661,10.055,16.378,2,130,6,10,Evacuate to a hotel up north paying at least $150 per night.,31.019,55.179,56.737,3,9,,94,5,70,Female,32127,Yes,4724422,569298838d93fe000dfa033c,High Uncertainty - Cat 2,Port Orange,FL,
2022-04-08 12:47:41,2022-04-08 12:51:28,IP Address,172.7.132.76,100,226,True,2022-04-08 12:51:28,R_3rMyA1I8ghLPzEX,,,,,25.9441986083984375,-80.14060211181640625,anonymous,EN,I consent to taking part in this survey.,60f96f9a4dd14494f27e1957,44.779,48.88,50.694,2,110,10,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",16.814,89.099,92.146,5,,7,125,12,35,Female,33134,Yes,1383575,60f96f9a4dd14494f27e1957,Low Uncertainty - Cat 4,Miami,FL,
2022-04-08 12:55:25,2022-04-08 12:59:57,IP Address,73.35.39.38,100,272,True,2022-04-08 12:59:58,R_3nfpVbHEqoBAajk,,,,,29.666900634765625,-81.65789794921875,anonymous,EN,I consent to taking part in this survey.,60455511710c89680924f7ac,7.547,77.367,77.884,13,115,10,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.292,68.405,68.904,11,,7,135,16,38,Male,32112,Yes,3274430,60455511710c89680924f7ac,Low Uncertainty - Cat 4,Crescent City,FL,
2022-04-08 13:06:50,2022-04-08 13:09:27,IP Address,96.69.14.113,100,157,True,2022-04-08 13:09:28,R_72v2l2rHC7XAfYd,,,,,26.3105926513671875,-80.1428985595703125,anonymous,EN,I consent to taking part in this survey.,60b7d2acec440881ae024b90,35.168,38.947,44.246,2,150,12,7,Evacuate to a hotel up north paying at least $150 per night.,14.025,29.977,30.853,4,4,,120,14,27,Female,33433,No,2836624,60b7d2acec440881ae024b90,High Uncertainty - Cat 2,Boca Raton,FL,
