StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Prolific_ID,FI_Time_First Click,FI_Time_Last Click,FI_Time_Page Submit,FI_Time_Click Count,B1_wind_1,B1_flood_1,Appraisal1_1,Decision,SI_Time_First Click,SI_Time_Last Click,SI_Time_Page Submit,SI_Time_Click Count,Appraisal2_evac_4,Appraisal2_stay_1,B2_wind_1,B2_flood_1,age,gender,zipcode,prior_experience,MTurkCode,PROLIFIC_PID,QCity_zipcode,QState_zipcode,DeviceIdentifier
2022-04-11 12:00:43,2022-04-11 12:02:37,IP Address,71.47.143.10,100,114,True,2022-04-11 12:02:37,R_V3alJNJ7KOCuBA5,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,I consent to taking part in this survey.,5c365b5e8821900001b3876c,9.388,21.271,22.446,4,104,7,6,Evacuate to a hotel up north paying at least $150 per night.,6.848,40.86,41.968,7,5,,100,12,61,Female,32836,Yes,6065491,5c365b5e8821900001b3876c,Orlando,FL,
2022-04-11 11:59:31,2022-04-11 12:03:48,IP Address,73.85.218.115,100,256,True,2022-04-11 12:03:48,R_4PccFBb09e5tkyd,,,,,25.9822998046875,-80.1405029296875,anonymous,EN,I consent to taking part in this survey.,60051d10e63710373daee6e7,8.019,10.943,11.816,2,135,16,8,Stay in your apartment on the third floor and ride out the storm.,5.426,19.938,21.171,4,,9,150,18,33,Female,33020,Yes,3685640,60051d10e63710373daee6e7,Hollywood,FL,
2022-04-11 12:02:35,2022-04-11 12:04:35,IP Address,76.101.188.3,100,120,True,2022-04-11 12:04:35,R_UGRtJhMZL5vrgLD,,,,,26.2519073486328125,-81.76360321044921875,anonymous,EN,I consent to taking part in this survey.,5c1f02a310677f0001da17b8,21.886,31.774,33.161,2,110,6,8,Stay in your apartment on the third floor and ride out the storm.,17.05,31.302,34.047,5,,8,120,7,65,Female,34105,Yes,9758924,5c1f02a310677f0001da17b8,Naples,FL,
2022-04-11 12:04:27,2022-04-11 12:06:23,IP Address,68.205.224.173,100,115,True,2022-04-11 12:06:23,R_3ltQ7mly5z3i5ei,,,,,28.5977935791015625,-81.302398681640625,anonymous,EN,I consent to taking part in this survey.,5d75af57bcfd5b001b192708,12.052,46.189,47.521,7,95,6,4,Stay in your apartment on the third floor and ride out the storm.,7.538,13.111,14.117,4,,5,101,8,67,Female,32792,Yes,9053486,5d75af57bcfd5b001b192708,Winter Park,FL,
2022-04-11 12:05:01,2022-04-11 12:06:48,IP Address,69.65.91.231,100,106,True,2022-04-11 12:06:48,R_2zPcFQSiaqgCTJD,,,,,26.2729034423828125,-80.26000213623046875,anonymous,EN,I consent to taking part in this survey.,611e7207aaf352cb4c807e78,2.334,11.416,12.092,4,110,8,6,Stay in your apartment on the third floor and ride out the storm.,30.685,46.213,46.455,10,,7,130,12,35,Male,33071,Yes,7848075,611e7207aaf352cb4c807e78,Pompano Beach,FL,
2022-04-11 12:05:38,2022-04-11 12:07:25,IP Address,99.69.210.177,100,106,True,2022-04-11 12:07:25,R_1H8FesVa2DRVWhK,,,,,30.0110015869140625,-81.410797119140625,anonymous,EN,I consent to taking part in this survey.,5cd99e9a9da2970001a039b5,12.515,23.871,24.736,5,97,6,0,Stay in your apartment on the third floor and ride out the storm.,4.769,21.385,22.389,6,,1,101,6,35,Female,32084,Yes,5462049,5cd99e9a9da2970001a039b5,Saint Augustine,FL,
2022-04-11 12:06:20,2022-04-11 12:08:01,IP Address,24.129.4.23,100,100,True,2022-04-11 12:08:01,R_sFq88mmRHJh6NSF,,,,,30.2801055908203125,-81.41649627685546875,anonymous,EN,I consent to taking part in this survey.,5e4570990fe9b405dc31479e,26.056,29.801,30.593,2,90,9,8,Evacuate to a hotel up north paying at least $150 per night.,4.955,20.611,21.511,5,9,,116,10,40,Female,32250,Yes,8089324,5e4570990fe9b405dc31479e,Jacksonville Beach,FL,
2022-04-11 12:05:56,2022-04-11 12:08:11,IP Address,173.22.25.143,100,134,True,2022-04-11 12:08:11,R_1DpaOEo7a1vZvps,,,,,29.7494964599609375,-84.81620025634765625,anonymous,EN,I consent to taking part in this survey.,5fb13091b87dfd5888f73e05,34.879,48.41,49.963,3,129,11,7,Evacuate to a hotel up north paying at least $150 per night.,10.55,27.038,27.93,3,8,,145,15,55,Female,32401,Yes,3563526,5fb13091b87dfd5888f73e05,Panama City,FL,
2022-04-11 12:06:01,2022-04-11 12:08:25,IP Address,98.203.85.252,100,144,True,2022-04-11 12:08:26,R_BWVeYyegewIHeGR,,,,,27.2913055419921875,-80.297698974609375,anonymous,EN,I consent to taking part in this survey.,611b8f8d34b5aed647a248e3,34.901,45.916,47.49,3,125,14,10,Evacuate to a hotel up north paying at least $150 per night.,17.069,37.66,38.657,5,10,,150,20,48,Male,34952,Yes,7536222,611b8f8d34b5aed647a248e3,Port Saint Lucie,FL,
2022-04-11 12:02:13,2022-04-11 12:09:57,IP Address,108.218.84.125,100,463,True,2022-04-11 12:09:57,R_1rf5K9UwImUyo62,,,,,26.282196044921875,-80.1156005859375,anonymous,EN,I consent to taking part in this survey.,5c52f898110c55000144bf18,3.501,29.89,31.019,7,122,10,8,Stay in your apartment on the third floor and ride out the storm.,4.09,17.199,18.301,6,,10,142,16,39,Female,33062,Yes,4619389,5c52f898110c55000144bf18,Pompano Beach,FL,
2022-04-11 12:10:28,2022-04-11 12:11:24,IP Address,73.244.232.214,100,55,True,2022-04-11 12:11:25,R_22lvmCE4lprVgAz,,,,,26.0619964599609375,-80.33679962158203125,anonymous,EN,I consent to taking part in this survey.,5ac43d51a3ba7a0001b498d0,3.415,9.659,10.484,4,115,16,3,Stay in your apartment on the third floor and ride out the storm.,4.984,18.158,18.983,8,,3,119,18,37,Male,33332,Yes,2656933,5ac43d51a3ba7a0001b498d0,Fort Lauderdale,FL,
2022-04-11 11:51:58,2022-04-11 12:14:49,IP Address,68.59.103.117,100,1371,True,2022-04-11 12:14:50,R_2TIbOtxgnbSS8rm,,,,,30.165496826171875,-85.71160125732421875,anonymous,EN,I consent to taking part in this survey.,5e35a96ecf931055fb891c54,39.955,1172.455,1174.014,9,115,17,5,Stay in your apartment on the third floor and ride out the storm.,10.863,46.887,49.026,8,,6,140,16,41,Female,32408,Yes,3723157,5e35a96ecf931055fb891c54,Panama City,FL,
2022-04-11 12:22:42,2022-04-11 12:24:02,IP Address,73.21.245.36,100,80,True,2022-04-11 12:24:04,R_zVFUjZD3P3yJuqB,,,,,29.105194091796875,-82.09549713134765625,anonymous,EN,I consent to taking part in this survey.,5dbc46b70338051eb7999760,14.537,16.53,18.333,2,86,8,5,Stay in your apartment on the third floor and ride out the storm.,11.247,17.512,18.691,3,,8,106,10,44,Female,34491,Yes,6404418,5dbc46b70338051eb7999760,Summerfield,FL,
2022-04-11 12:21:53,2022-04-11 12:24:35,IP Address,76.17.18.99,100,161,True,2022-04-11 12:24:35,R_1FyPaO3MNkdAYD6,,,,,33.7173004150390625,-84.478302001953125,anonymous,EN,I consent to taking part in this survey.,5ed7b5af65b9ae09f16de102,27.811,36.228,37.121,2,115,7,3,Stay in your apartment on the third floor and ride out the storm.,11.63,23.226,23.921,3,,3,126,14,41,Male,30311,Yes,3017856,5ed7b5af65b9ae09f16de102,Atlanta,GA,
2022-04-11 12:24:15,2022-04-11 12:26:42,IP Address,47.199.168.110,100,146,True,2022-04-11 12:26:43,R_3lK3A1JPlWoYZcm,,,,,28.082305908203125,-82.72969818115234375,anonymous,EN,I consent to taking part in this survey.,5e74f18520ab35040b41d526,43.292,50.48,52.015,2,120,15,10,Evacuate to a hotel up north paying at least $150 per night.,11.451,38.081,39.526,3,10,,140,20,56,Female,34683,Yes,2768449,5e74f18520ab35040b41d526,Palm Harbor,FL,
2022-04-11 12:24:30,2022-04-11 12:27:00,IP Address,68.63.20.185,100,150,True,2022-04-11 12:27:01,R_12bVaWwQN4gapf7,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,I consent to taking part in this survey.,568c67547374ad000cc7448c,7.067,31.64,34.192,4,120,12,4,Stay in your apartment on the third floor and ride out the storm.,13.497,21.459,27.158,7,,8,140,16,39,Male,32303,Yes,5771586,568c67547374ad000cc7448c,Tallahassee,FL,
2022-04-11 12:19:07,2022-04-11 12:27:02,IP Address,73.57.249.179,100,474,True,2022-04-11 12:27:03,R_2zvZceouuDcRzKK,,,,,26.93499755859375,-80.1177978515625,anonymous,EN,I consent to taking part in this survey.,59c6305e6a287600011c388d,362.702,365.34,365.987,2,97,5,3,Stay in your apartment on the third floor and ride out the storm.,68.342,71.839,72.448,3,,6,118,7,28,Male,33477,Yes,9717423,59c6305e6a287600011c388d,Jupiter,FL,
2022-04-11 12:27:22,2022-04-11 12:30:06,IP Address,164.68.148.49,100,164,True,2022-04-11 12:30:07,R_1DS8O5BYeaI3IlX,,,,,26.5330963134765625,-80.142303466796875,anonymous,EN,I consent to taking part in this survey.,5e4915503f7dd939f72a73f8,26.481,58.878,60.31,6,110,10,3,Stay in your apartment on the third floor and ride out the storm.,12.046,51.495,52.258,16,,4,130,10,64,Female,33437,Yes,4608436,5e4915503f7dd939f72a73f8,Boynton Beach,FL,
2022-04-11 12:28:58,2022-04-11 12:30:47,IP Address,96.58.110.13,100,109,True,2022-04-11 12:30:48,R_3CITMs1mc5U6Met,,,,,28.0406036376953125,-82.39510345458984375,anonymous,EN,I consent to taking part in this survey.,5feccdbdc92395ec2cc2a4a0,22.984,35.12,37.199,2,100,10,5,Stay in your apartment on the third floor and ride out the storm.,18.5,35.881,37.016,3,,6,125,18,27,Male,33637,Yes,1058196,5feccdbdc92395ec2cc2a4a0,Tampa,FL,
2022-04-11 12:29:24,2022-04-11 12:31:46,IP Address,155.31.53.59,100,142,True,2022-04-11 12:31:47,R_1BOJMEFOi3WvYfD,,,,,29.2006988525390625,-81.0388031005859375,anonymous,EN,I consent to taking part in this survey.,610c5604e6d264af67c0dd99,1.649,30.746,31.522,11,100,10,5,Stay in your apartment on the third floor and ride out the storm.,0.753,34.579,35.172,22,,8,120,15,22,Female,34761,Yes,3316190,610c5604e6d264af67c0dd99,Ocoee,FL,
2022-04-11 12:31:35,2022-04-11 12:33:38,IP Address,76.26.172.197,100,122,True,2022-04-11 12:33:38,R_2VDyvC9tThETYd4,,,,,27.4510040283203125,-80.33570098876953125,anonymous,EN,I consent to taking part in this survey.,5b9bca2b948c2c0001fb01e0,22.98,26.376,27.232,2,90,5,6,Evacuate to a hotel up north paying at least $150 per night.,12.276,22.332,23.171,3,7,,120,11,36,Male,34981,Yes,4217137,5b9bca2b948c2c0001fb01e0,Fort Pierce,FL,
2022-04-11 12:32:24,2022-04-11 12:34:01,IP Address,50.89.142.23,100,96,True,2022-04-11 12:34:01,R_plT7OZSIRvQ4efD,,,,,28.3773956298828125,-81.1887969970703125,anonymous,EN,I consent to taking part in this survey.,5e842a0eb85d4718ea8a6256,18.642,27.834,31.182,4,122,5,4,Evacuate to a hotel up north paying at least $150 per night.,8.921,26.263,27.636,3,8,,141,8,64,Male,32832,Yes,4864095,5e842a0eb85d4718ea8a6256,Orlando,FL,
2022-04-11 12:33:07,2022-04-11 12:34:24,IP Address,108.16.220.219,100,77,True,2022-04-11 12:34:25,R_1Io5nisgYoAaeuy,,,,,40.057403564453125,-75.401702880859375,anonymous,EN,I consent to taking part in this survey.,58f3760092ac81000154f8af,10.765,18.062,18.412,4,120,10,3,Stay in your apartment on the third floor and ride out the storm.,7.817,22.532,23.142,5,,7,135,18,29,Male,33498,Yes,6527194,58f3760092ac81000154f8af,Boca Raton,FL,
2022-04-11 12:28:27,2022-04-11 12:34:33,IP Address,104.183.119.52,100,365,True,2022-04-11 12:34:33,R_2YJIRqmUQmFBPzI,,,,,28.5464019775390625,-81.2584991455078125,anonymous,EN,I consent to taking part in this survey.,5f74fd83ed11b81620baf105,116.759,144.065,144.806,14,107,6,6,Stay in your apartment on the third floor and ride out the storm.,0.75,22.773,23.446,15,,8,127,7,32,Female,32826,Yes,1844297,5f74fd83ed11b81620baf105,Orlando,FL,
2022-04-11 12:32:37,2022-04-11 12:34:33,IP Address,35.141.144.141,100,116,True,2022-04-11 12:34:33,R_1BrRu0F8E79fWGR,,,,,28.141204833984375,-82.59310150146484375,anonymous,EN,I consent to taking part in this survey.,5dd2c9f2c925a82e5167ef8b,19.858,27.859,29.366,3,103,10,5,Evacuate to a hotel up north paying at least $150 per night.,12.498,29.056,31.501,4,6,,125,14,60,Male,33558,Yes,3452900,5dd2c9f2c925a82e5167ef8b,Lutz,FL,
2022-04-11 12:34:27,2022-04-11 12:36:35,IP Address,98.21.92.218,100,128,True,2022-04-11 12:36:36,R_1JL19ZxPMU0qcxA,,,,,29.9207000732421875,-82.687896728515625,anonymous,EN,I consent to taking part in this survey.,5ea89d0c5a0a9c12978f8263,31.128,38.205,52.59,2,120,15,5,Evacuate to a hotel up north paying at least $150 per night.,12.15,26.592,28.105,4,7,,160,20,37,Male,32605,Yes,6969011,5ea89d0c5a0a9c12978f8263,Gainesville,FL,
2022-04-11 12:33:57,2022-04-11 12:37:49,IP Address,66.229.112.109,100,232,True,2022-04-11 12:37:49,R_3lDk8NHRc0UvSDr,,,,,26.268096923828125,-80.209197998046875,anonymous,EN,I consent to taking part in this survey.,6037d2f09e6b6400088c0450,2.534,79.091,79.922,13,130,23,7,Evacuate to a hotel up north paying at least $150 per night.,7.661,100.368,100.95,13,8,,125,19,19,Male,33068,Yes,3462923,6037d2f09e6b6400088c0450,Pompano Beach,FL,
2022-04-11 12:27:03,2022-04-11 12:39:12,IP Address,142.197.229.140,100,728,True,2022-04-11 12:39:12,R_ZK046cr3SiLkk4F,,,,,29.5554046630859375,-81.220703125,anonymous,EN,I consent to taking part in this survey.,608c8a30f56774708f1481d1,43.841,57.799,58.519,2,115,7,3,Stay in your apartment on the third floor and ride out the storm.,5.7,36.241,36.9,4,,7,130,10,32,Female,32164,Yes,8261625,608c8a30f56774708f1481d1,Palm Coast,FL,
2022-04-11 12:38:50,2022-04-11 12:41:23,IP Address,72.189.139.13,100,152,True,2022-04-11 12:41:24,R_2D79a0DML0UIPEG,,,,,28.52740478515625,-81.6011962890625,anonymous,EN,I consent to taking part in this survey.,5e89fdffad009e010e958ee7,34.219,43.627,47.168,2,80,0,2,Stay in your apartment on the third floor and ride out the storm.,26.494,50.373,51.769,3,,5,100,4,69,Male,34787,Yes,9566391,5e89fdffad009e010e958ee7,Winter Garden,FL,
2022-04-11 12:40:07,2022-04-11 12:42:50,IP Address,72.189.32.159,100,162,True,2022-04-11 12:42:50,R_3QDE18RboGSlSNX,,,,,28.515594482421875,-81.35739898681640625,anonymous,EN,I consent to taking part in this survey.,5b7c877f9dc643000172043d,12.932,16.772,20.885,2,150,8,4,Stay in your apartment on the third floor and ride out the storm.,7.591,16.427,17.068,3,,4,150,9,38,Male,32803,Yes,1016902,5b7c877f9dc643000172043d,Orlando,FL,
2022-04-11 12:44:35,2022-04-11 12:46:05,IP Address,184.88.36.155,100,89,True,2022-04-11 12:46:05,R_AF26fzpSuH4Y1RD,,,,,28.5503997802734375,-81.18329620361328125,anonymous,EN,I consent to taking part in this survey.,61018f595798ed7d1df1222b,12.384,19.136,20.125,5,105,3,1,Stay in your apartment on the third floor and ride out the storm.,13.45,23.585,23.887,5,,2,120,10,20,Female,32828,Yes,7251591,61018f595798ed7d1df1222b,Orlando,FL,
2022-04-11 12:45:34,2022-04-11 12:47:02,IP Address,68.202.25.91,100,88,True,2022-04-11 12:47:02,R_1osSpR38eOJpa90,,,,,28.0160064697265625,-80.672698974609375,anonymous,EN,I consent to taking part in this survey.,6088acc5decc809dbe82850b,10.07,12.778,15.019,4,111,7,7,Stay in your apartment on the third floor and ride out the storm.,12.309,19,20.635,5,,8,133,16,50,Male,32909,Yes,1544049,6088acc5decc809dbe82850b,Palm Bay,FL,
2022-04-11 12:49:16,2022-04-11 12:50:39,IP Address,104.3.177.70,100,82,True,2022-04-11 12:50:40,R_Dq5BSyo4q6NDzi1,,,,,30.3668060302734375,-81.58730316162109375,anonymous,EN,I consent to taking part in this survey.,60ad344265fa9865ff45c0bf,24.34,27.505,31.804,2,120,12,6,Stay in your apartment on the third floor and ride out the storm.,7.97,21.892,22.195,6,,6,140,12,24,Male,34786,Yes,5584436,60ad344265fa9865ff45c0bf,Windermere,FL,
2022-04-11 12:49:18,2022-04-11 12:50:53,IP Address,76.101.170.121,100,94,True,2022-04-11 12:50:53,R_31YowLmDH5XsgnX,,,,,26.4696044921875,-81.813201904296875,anonymous,EN,I consent to taking part in this survey.,5dd438b65a40f24302c09c2d,16.657,24.137,25.38,10,103,6,9,Evacuate to a hotel up north paying at least $150 per night.,14.476,24.65,25.752,7,9,,130,11,55,Male,33967,Yes,6059374,5dd438b65a40f24302c09c2d,Fort Myers,FL,
2022-04-11 12:50:22,2022-04-11 12:52:09,IP Address,73.205.119.246,100,106,True,2022-04-11 12:52:09,R_b9GfJgy23SF8tMt,,,,,26.6641998291015625,-80.1732025146484375,anonymous,EN,I consent to taking part in this survey.,56a3e69d582971000b7b0f4a,30.822,35.884,36.943,2,110,10,2,Stay in your apartment on the third floor and ride out the storm.,10.989,30.231,30.954,3,,8,130,15,25,Male,33602,Yes,9479192,56a3e69d582971000b7b0f4a,Tampa,FL,
2022-04-11 12:51:21,2022-04-11 12:53:38,IP Address,97.102.25.69,100,137,True,2022-04-11 12:53:39,R_2QLpudmW35617LA,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,I consent to taking part in this survey.,5d36600685d1d50001affacb,8.839,18.911,19.709,5,150,20,9,Evacuate to a hotel up north paying at least $150 per night.,9.044,27.3,28.113,4,10,,141,22,52,Male,32725,Yes,3148363,5d36600685d1d50001affacb,Deltona,FL,
2022-04-11 12:51:35,2022-04-11 12:54:37,IP Address,99.40.165.92,100,181,True,2022-04-11 12:54:37,R_1Cgp9SOxeJxtB4M,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,I consent to taking part in this survey.,5fc2a0d49893540008bd113f,81.917,87.628,88.656,2,117,11,7,Stay in your apartment on the third floor and ride out the storm.,9.969,25.109,26.476,3,,8,125,12,44,Female,32738,Yes,7001645,5fc2a0d49893540008bd113f,Deltona,FL,
2022-04-11 12:53:39,2022-04-11 12:55:06,IP Address,72.184.71.123,100,87,True,2022-04-11 12:55:07,R_1eL99kAKJwPEtaQ,,,,,28.0699005126953125,-81.810699462890625,anonymous,EN,I consent to taking part in this survey.,600b5d1346cf801f6b4b709e,12.156,16.396,18.969,3,129,12,6,Evacuate to a hotel up north paying at least $150 per night.,9.273,24.262,25.036,9,5,,122,16,27,Female,34747,Yes,3998392,600b5d1346cf801f6b4b709e,Kissimmee,FL,
2022-04-11 12:56:04,2022-04-11 12:57:35,IP Address,68.204.203.243,100,90,True,2022-04-11 12:57:35,R_30xe6jC86hqVNit,,,,,28.52740478515625,-81.6011962890625,anonymous,EN,I consent to taking part in this survey.,571cea664ca277001153c045,1.198,20.086,20.762,8,120,12,6,Evacuate to a hotel up north paying at least $150 per night.,1.802,31.934,32.732,11,9,,140,16,46,Male,34787,Yes,4470017,571cea664ca277001153c045,Winter Garden,FL,
2022-04-11 12:54:08,2022-04-11 12:58:04,IP Address,71.215.213.83,100,236,True,2022-04-11 12:58:04,R_2CPnRT1liA1RDiy,,,,,26.6909027099609375,-81.94830322265625,anonymous,EN,I consent to taking part in this survey.,5eb02a40b17a8c0868685d32,8.925,18.369,20.009,2,93,4,3,Stay in your apartment on the third floor and ride out the storm.,7.197,18.853,19.686,4,,9,124,11,46,Female,33139,Yes,8977861,5eb02a40b17a8c0868685d32,Miami Beach,FL,
2022-04-11 12:43:57,2022-04-11 12:59:35,IP Address,172.58.129.70,100,938,True,2022-04-11 12:59:36,R_yyYdryVIJqRTwXv,,,,,25.829498291015625,-80.29270172119140625,anonymous,EN,I consent to taking part in this survey.,5c2c6e432c45d400014a35e3,23.562,29.385,30.854,3,110,10,1,Stay in your apartment on the third floor and ride out the storm.,18.468,36.145,36.557,4,,1,125,12,39,Male,34994,Yes,6140449,5c2c6e432c45d400014a35e3,Stuart,FL,
2022-04-11 13:01:38,2022-04-11 13:02:51,IP Address,72.83.230.185,100,73,True,2022-04-11 13:02:52,R_1IF9PXtDenS6sgM,,,,,38.8975982666015625,-77.51090240478515625,anonymous,EN,I consent to taking part in this survey.,558cdd7efdf99b0f1cc5f4c1,5.573,13.877,15.026,5,125,13,5,Evacuate to a hotel up north paying at least $150 per night.,1.978,13.245,14.148,8,5,,119,13,28,Female,20152,Yes,2704958,558cdd7efdf99b0f1cc5f4c1,Chantilly,VA,
2022-04-11 13:02:09,2022-04-11 13:03:15,IP Address,71.81.227.245,100,66,True,2022-04-11 13:03:15,R_2vdFxDfw5Ml2GpL,,,,,34.829498291015625,-82.58119964599609375,anonymous,EN,I consent to taking part in this survey.,5cbf5b488be75a0016b49758,9.978,14.232,14.758,3,86,2,2,Stay in your apartment on the third floor and ride out the storm.,2.624,8.074,9.131,4,,3,87,4,41,Male,34953,Yes,1418370,5cbf5b488be75a0016b49758,Port Saint Lucie,FL,
2022-04-11 13:07:17,2022-04-11 13:08:40,IP Address,99.44.131.23,100,83,True,2022-04-11 13:08:41,R_7UHTIAxaRrLW4Lf,,,,,25.658905029296875,-80.3553009033203125,anonymous,EN,I consent to taking part in this survey.,616f47684ddc73c437a74a6c,1.075,18.801,19.602,11,102,8,5,Stay in your apartment on the third floor and ride out the storm.,2.045,25.662,26.327,19,,7,129,16,46,Female,33176,Yes,8879605,616f47684ddc73c437a74a6c,Miami,FL,
2022-04-11 13:10:58,2022-04-11 13:12:05,IP Address,173.27.185.86,100,67,True,2022-04-11 13:12:05,R_31EgiNGyEI4z1kY,,,,,30.400299072265625,-87.02880096435546875,anonymous,EN,I consent to taking part in this survey.,5e8b89d0afcb1606e761ef7f,8.142,13.686,14.393,3,102,10,4,Evacuate to a hotel up north paying at least $150 per night.,6.086,14.828,15.481,3,6,,140,15,33,Male,32563,Yes,7851720,5e8b89d0afcb1606e761ef7f,Gulf Breeze,FL,
2022-04-11 13:10:32,2022-04-11 13:12:23,IP Address,73.23.4.12,100,110,True,2022-04-11 13:12:24,R_C9ucQMoh4sbKnAJ,,,,,26.2519073486328125,-81.76360321044921875,anonymous,EN,I consent to taking part in this survey.,5f5d89dda340225e0c060414,22.988,29.881,31.3,2,110,12,8,Evacuate to a hotel up north paying at least $150 per night.,20.428,34.355,35.757,3,5,,120,12,59,Female,34119,Yes,6034208,5f5d89dda340225e0c060414,Naples,FL,
2022-04-11 13:13:17,2022-04-11 13:15:41,IP Address,12.32.39.36,100,143,True,2022-04-11 13:15:41,R_2Ww1di4NdZTGqJp,,,,,25.666595458984375,-80.40360260009765625,anonymous,EN,I consent to taking part in this survey.,6077498c0c5c112dd55262b8,33.926,48.93,49.982,3,109,7,5,Stay in your apartment on the third floor and ride out the storm.,25.475,39.256,40.277,5,,8,115,12,65,Female,33432,Yes,6476195,6077498c0c5c112dd55262b8,Boca Raton,FL,
2022-04-11 13:13:58,2022-04-11 13:18:30,IP Address,68.202.210.97,100,271,True,2022-04-11 13:18:30,R_10CRKUMxE6ddVR7,,,,,28.5977935791015625,-81.302398681640625,anonymous,EN,I consent to taking part in this survey.,56bb6812bf2129000b53ce26,11.013,21.159,22.592,4,99,6,0,Stay in your apartment on the third floor and ride out the storm.,14.148,23.546,25.14,7,,2,122,10,45,Female,32817,Yes,8897348,56bb6812bf2129000b53ce26,Orlando,FL,
2022-04-11 13:18:35,2022-04-11 13:20:03,IP Address,73.56.210.85,100,88,True,2022-04-11 13:20:03,R_3HB2HA6koz9uzZc,,,,,26.148101806640625,-80.20880126953125,anonymous,EN,I consent to taking part in this survey.,5d1a13a0ae692800192fa1c2,13.342,18.941,19.886,2,109,9,8,Stay in your apartment on the third floor and ride out the storm.,9.694,21.901,23.034,3,,9,122,15,65,Female,33317,Yes,2970728,5d1a13a0ae692800192fa1c2,Fort Lauderdale,FL,
2022-04-11 13:17:23,2022-04-11 13:21:47,IP Address,97.78.138.10,100,263,True,2022-04-11 13:21:48,R_3fqLgtcM24wvePt,,,,,28.1490020751953125,-82.04109954833984375,anonymous,EN,I consent to taking part in this survey.,5ed0091bd374190b9b04045d,0.489,62.092,63.637,44,100,8,6,Stay in your apartment on the third floor and ride out the storm.,0.92,67.535,68.63,64,,7,120,10,30,Male,32210,Yes,8544836,5ed0091bd374190b9b04045d,Jacksonville,FL,
2022-04-11 13:17:22,2022-04-11 13:22:29,IP Address,73.139.225.146,100,307,True,2022-04-11 13:22:30,R_ALrDWfiRjZjfAeR,,,,,26.316497802734375,-80.27480316162109375,anonymous,EN,I consent to taking part in this survey.,5f218ec7604e35564a7ea1ea,45.342,70.137,71.499,4,115,10,8,Evacuate to a hotel up north paying at least $150 per night.,2.969,171.991,172.852,11,8,,140,15,27,Male,33063,Yes,7711186,5f218ec7604e35564a7ea1ea,Pompano Beach,FL,
2022-04-11 13:21:03,2022-04-11 13:23:08,IP Address,108.199.137.43,100,125,True,2022-04-11 13:23:09,R_UxoxGv5nVIiZoUp,,,,,28.57879638671875,-81.43959808349609375,anonymous,EN,I consent to taking part in this survey.,5c4fa169ee5ae100010a2057,16.753,25.045,25.79,2,120,12,8,Stay in your apartment on the third floor and ride out the storm.,14.903,36.614,37.508,3,,10,140,16,41,Male,32805,Yes,1165620,5c4fa169ee5ae100010a2057,Orlando,FL,
2022-04-11 13:23:36,2022-04-11 13:25:05,IP Address,75.145.236.75,100,89,True,2022-04-11 13:25:06,R_27DvoVa3hMO4WHp,,,,,26.9860992431640625,-80.106201171875,anonymous,EN,I consent to taking part in this survey.,61114f1eeb040da68ff70296,18.373,25.861,27.313,2,120,10,7,Stay in your apartment on the third floor and ride out the storm.,9.524,18.483,19.355,3,,9,105,8,34,Female,33455,Yes,7160716,61114f1eeb040da68ff70296,Hobe Sound,FL,
2022-04-11 13:24:53,2022-04-11 13:46:25,IP Address,67.198.79.140,100,1292,True,2022-04-11 13:46:26,R_3jdGCOuUVKdLIol,,,,,30.332794189453125,-97.70050048828125,anonymous,EN,I consent to taking part in this survey.,5d76d2f7daf4bf00164d585b,441.12,449.593,452.276,2,90,4,2,Stay in your apartment on the third floor and ride out the storm.,14.486,25.515,29.519,4,,5,100,6,27,Female,33446,Yes,9375547,5d76d2f7daf4bf00164d585b,Delray Beach,FL,
